Scientific Name,Common Name,Threatened status,Kingdom,Class,Family,Genus,Species,Species Author,Profile,Date extracted
Crinia sloanei,Sloane's Froglet,Endangered,Animalia,Amphibia,Myobatrachidae,Crinia,sloanei,"Littlejohn, 1958",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59151,2020-Oct-12
Eulamprus leuraensis,Blue Mountains Water Skink,Endangered,Animalia,Reptilia,Scincidae,Eulamprus,leuraensis,"Wells and Wellington,1984",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59199,2020-Oct-12
Christinus guentheri,"Lord Howe Island Gecko, Lord Howe Island Southern Gecko ",Vulnerable,Animalia,Reptilia,Gekkonidae,Christinus,guentheri,"(Boulenger,1885)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59250,2020-Oct-12
Furina dunmalli,Dunmall's Snake,Vulnerable,Animalia,Reptilia,Elapidae,Furina,dunmalli,"(Worrell,1955)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59254,2020-Oct-12
Natator depressus,Flatback Turtle,Vulnerable,Animalia,Reptilia,Cheloniidae,Natator,depressus,"(Garman,1880)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59257,2020-Oct-12
Petrogale coenensis,Cape York Rock-wallaby,Endangered,Animalia,Mammalia,Macropodidae,Petrogale,coenensis,"Eldridge and Close,1992",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59278,2020-Oct-12
Petrogale sharmani,"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",Vulnerable,Animalia,Mammalia,Macropodidae,Petrogale,sharmani,"Eldridge and Close,1992",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59281,2020-Oct-12
Turnix olivii,Buff-breasted Button-quail,Endangered,Animalia,Aves,Turnicidae,Turnix,olivii,"Robinson,1900",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59293,2020-Oct-12
Papasula abbotti,Abbott's Booby,Endangered,Animalia,Aves,Sulidae,Papasula,abbotti,"(Ridgeway,1893)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59297,2020-Oct-12
Pezoporus occidentalis,Night Parrot,Endangered,Animalia,Aves,Psittacidae,Pezoporus,occidentalis,"Gould,1861",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59350,2020-Oct-12
Acanthiza pusilla archibaldi,"King Island Brown Thornbill, Brown Thornbill (King Island)",Endangered,Animalia,Aves,Acanthizidae,Acanthiza,pusilla,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59430,2020-Oct-12
Stipiturus mallee,Mallee Emu-wren,Endangered,Animalia,Aves,Maluridae,Stipiturus,mallee,"A.J. Campbell, 1908",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59459,2020-Oct-12
Calyptorhynchus latirostris,"Carnaby's Cockatoo,  Short-billed Black-Cockatoo",Endangered,Animalia,Aves,Cacatuidae,Calyptorhynchus,latirostris,"Carnaby,1948",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59523,2020-Oct-12
Nangura spinosa,Nangur Spiny Skink,Critically Endangered,Animalia,Reptilia,Scincidae,Nangura,spinosa,"Covacevich, Couper and James,1993",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59550,2020-Oct-12
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),Vulnerable,Animalia,Aves,Psittacidae,Polytelis,anthopeplus,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59612,2020-Oct-12
Coeranoscincus reticulatus,Three-toed Snake-tooth Skink,Vulnerable,Animalia,Reptilia,Scincidae,Coeranoscincus,reticulatus,"(Gunther,1873)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59628,2020-Oct-12
Cyclopsitta diophthalma coxeni,Coxen's Fig-Parrot,Endangered,Animalia,Aves,Psittacidae,Cyclopsitta,diophthalma,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59714,2020-Oct-12
Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Vulnerable,Animalia,Chondrichthyes,Pristidae,Pristis,pristis,"(Linnaeus, 1758)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=60756,2020-Oct-12
Acacia purpureopetala,Purple-flowered Wattle,Critically Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,purpureopetala,F.M.Bailey,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=61156,2020-Oct-12
Grevillea humifusa,Spreading Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,humifusa,P.M.Olde  N.R.Marriott,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=61182,2020-Oct-12
Typhonium jonesii,a herb,Endangered,Plantae,Liliopsida,Araceae,Typhonium,jonesii,A.Hay,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=62412,2020-Oct-12
Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,Plantae,Magnoliopsida,Asteraceae,Schoenia,filifolia,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=63904,2020-Oct-12
Corymbia rhodops,-,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Corymbia,rhodops,(D.J.Carr  S.G.M.Carr) K.D.Hill  L.A.S.Johnson,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64015,2020-Oct-12
Corymbia xanthope,Glen Geddes Bloodwood,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Corymbia,xanthope,(A.Bean  Brooker) K.D.Hill  L.A.S.Johnson,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64021,2020-Oct-12
Corymbia clandestina,-,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Corymbia,clandestina,(A.R.Bean) K.D.Hill  L.A.S.Johnson,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64072,2020-Oct-12
Corymbia leptoloma,Yellowjacket,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Corymbia,leptoloma,(Brooker  A.R.Bean) K.D.Hill  L.A.S.Johnson,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64101,2020-Oct-12
Eucalyptus paludicola,"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,paludicola,D.Nicolle,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64276,2020-Oct-12
Eucalyptus alligatrix subsp. limaensis,Lima Stringybark,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,alligatrix,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64340,2020-Oct-12
Eucalyptus alligatrix subsp. miscella,a stringybark,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,alligatrix,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64341,2020-Oct-12
Pipistrellus murrayi,Christmas Island Pipistrelle,Critically Endangered,Animalia,Mammalia,Vespertilionidae,Pipistrellus,murrayi,"Andrews,1900",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64383,2020-Oct-12
Cophixalus monticola,Mountain-top Nursery-frog,Critically Endangered,Animalia,Amphibia,Microhylidae,Cophixalus,monticola,"Richards, Dennis, Trennery and Werren,1994",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64384,2020-Oct-12
Pseudophryne covacevichae,Magnificent Brood Frog,Vulnerable,Animalia,Amphibia,Myobatrachidae,Pseudophryne,covacevichae,"Ingram and Corben, 1994",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64385,2020-Oct-12
Elusor macrurus,"Mary River Turtle, Mary River Tortoise",Endangered,Animalia,Reptilia,Chelidae,Elusor,macrurus,"Cann and Legler, 1994",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64389,2020-Oct-12
Diomedea amsterdamensis,Amsterdam Albatross,Endangered,Animalia,Aves,Diomedeidae,Diomedea,amsterdamensis,"Roux, Jouventin, Mougin, Stahl  Weimerskirch, 1983",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64405,2020-Oct-12
Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",Vulnerable,Animalia,Malacostraca,Parastacidae,Astacopsis,gouldi,"Clark, 1936",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64415,2020-Oct-12
Brachionichthys hirsutus,Spotted Handfish,Critically Endangered,Animalia,Actinopterygii,Brachionichthyidae,Brachionichthys,hirsutus,"(Lacepede, 1804)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64418,2020-Oct-12
Megascolides australis,Giant Gippsland Earthworm,Vulnerable,Animalia,Oligochaeta,Megascolecidae,Megascolides,australis,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64420,2020-Oct-12
Aquila audax fleayi,"Tasmanian Wedge-tailed Eagle, Wedge-tailed Eagle (Tasmanian)",Endangered,Animalia,Aves,Accipitridae,Aquila,audax,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64435,2020-Oct-12
Calyptorhynchus lathami halmaturinus,"Glossy Black-Cockatoo (Kangaroo Island), Glossy Black-Cockatoo (South Australian)",Endangered,Animalia,Aves,Cacatuidae,Calyptorhynchus,lathami,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64436,2020-Oct-12
Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",Extinct,Animalia,Aves,Dromaiidae,Dromaius,novaehollandiae,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64437,2020-Oct-12
Fregetta grallaria grallaria,"White-bellied Storm-Petrel (Tasman Sea), White-bellied Storm-Petrel (Australasian)",Vulnerable,Animalia,Aves,Hydrobatidae,Fregetta,grallaria,"(Vieilott, 1817)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64438,2020-Oct-12
Geophaps scripta scripta,Squatter Pigeon (southern),Vulnerable,Animalia,Aves,Columbidae,Geophaps,scripta,"(Temminck, 1821)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64440,2020-Oct-12
Geophaps smithii smithii,Partridge Pigeon (eastern),Vulnerable,Animalia,Aves,Columbidae,Geophaps,smithii,"(Jardine  Selby, 1830)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64441,2020-Oct-12
Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),Endangered,Animalia,Aves,Maluridae,Malurus,coronatus,"Gould, 1858",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64442,2020-Oct-12
Neochmia phaeton evangelinae,Crimson Finch (white-bellied),Endangered,Animalia,Aves,Passeridae,Neochmia,phaeton,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64443,2020-Oct-12
Pachycephala pectoralis xanthoprocta,Golden Whistler (Norfolk Island),Vulnerable,Animalia,Aves,Pachycephalidae,Pachycephala,pectoralis,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64444,2020-Oct-12
Pachyptila turtur subantarctica,Fairy Prion (southern),Vulnerable,Animalia,Aves,Procellariidae,Pachyptila,turtur,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64445,2020-Oct-12
Poephila cincta cincta,Southern Black-throated Finch,Endangered,Animalia,Aves,Passeridae,Poephila,cincta,"(Gould, 1837)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64447,2020-Oct-12
Psophodes nigrogularis nigrogularis,Western Heath Whipbird ,Endangered,Animalia,Aves,Psophodidae,Psophodes,nigrogularis,"Gould, 1844",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64449,2020-Oct-12
Pterodroma neglecta neglecta,Kermadec Petrel (western),Vulnerable,Animalia,Aves,Procellariidae,Pterodroma,neglecta,"(Schlegel, 1863)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64450,2020-Oct-12
Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,Animalia,Aves,Laridae,Sterna,vittata,"Buller, 1896",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64451,2020-Oct-12
Sterna vittata vittata,Antarctic Tern (Indian Ocean),Vulnerable,Animalia,Aves,Laridae,Sterna,vittata,"Gmelin, 1789",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64452,2020-Oct-12
Amytornis textilis myall,Western Grasswren (Gawler Ranges),Vulnerable,Animalia,Aves,Maluridae,Amytornis,textilis,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64454,2020-Oct-12
Diomedea sanfordi,Northern Royal Albatross,Endangered,Animalia,Aves,Diomedeidae,Diomedea,sanfordi,"Murphy, 1917",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64456,2020-Oct-12
Thalassarche eremita,Chatham Albatross,Endangered,Animalia,Aves,Diomedeidae,Thalassarche,eremita,"(Murphy, 1930)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64457,2020-Oct-12
Diomedea antipodensis,Antipodean Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Diomedea,antipodensis,"Robertson  Warham, 1992",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64458,2020-Oct-12
Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,impavida,"Mathews, 1912",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64459,2020-Oct-12
Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,bulleri,"(Rothschild, 1893)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64460,2020-Oct-12
Thalassarche steadi,White-capped Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,steadi,"Falla, 1933",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64462,2020-Oct-12
Thalassarche salvini,Salvin's Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,salvini,"(Rothschild, 1893)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64463,2020-Oct-12
Thalassarche carteri,Indian Yellow-nosed  Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,carteri,"(Mathews, 1912)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64464,2020-Oct-12
Nannoperca oxleyana,Oxleyan Pygmy Perch,Endangered,Animalia,Actinopterygii,Percichthyidae,Nannoperca,oxleyana,"Whitley, 1940",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64468,2020-Oct-12
Carcharodon carcharias,"White Shark, Great White Shark",Vulnerable,Animalia,Chondrichthyes,Lamnidae,Carcharodon,carcharias,"(Linnaeus, 1758)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64470,2020-Oct-12
Dasyurus maculatus gracilis,"Spotted-tailed Quoll (North Queensland), Yarri ",Endangered,Animalia,Mammalia,Dasyuridae,Dasyurus,maculatus,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64475,2020-Oct-12
Melomys rubicola,Bramble Cay Melomys,Extinct,Animalia,Mammalia,Muridae,Melomys,rubicola,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64477,2020-Oct-12
Lychnothamnus barbatus,a green alga,Endangered,Plantae,Streptophyta (no class),Characeae,Lychnothamnus,barbatus,(Meyen) Leonhardi,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64479,2020-Oct-12
Egernia stokesii badia,"Western Spiny-tailed Skink, Baudin Island Spiny-tailed Skink",Endangered,Animalia,Reptilia,Scincidae,Egernia,stokesii,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64483,2020-Oct-12
Eulamprus tympanum marnieae,"Corangamite Water Skink, Dreeite Water Skink",Endangered,Animalia,Reptilia,Scincidae,Eulamprus,tympanum,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64487,2020-Oct-12
Acacia insolita subsp. recurva,Yornaning Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,insolita,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64495,2020-Oct-12
Acacia whibleyana,"Whibley Wattle, Whibley's Wattle",Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,whibleyana,R.S.Cowan  Maslin,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64497,2020-Oct-12
Archontophoenix myolensis,"Myola Palm, Myola Archontophoenix",Endangered,Plantae,Liliopsida,Arecaceae,Archontophoenix,myolensis,Dowe,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64500,2020-Oct-12
Caladenia amoena,Charming Spider-orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,amoena,D.L.Jones,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64502,2020-Oct-12
Caladenia bryceana subsp. bryceana,Dwarf Spider-orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,bryceana,R.S.Rogers,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64503,2020-Oct-12
Caladenia winfieldii,Majestic Spider-orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,winfieldii,Hopper  A.P.Br.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64504,2020-Oct-12
Eryngium fontanum,Blue Devil,Endangered,Plantae,Magnoliopsida,Apiaceae,Eryngium,fontanum,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64516,2020-Oct-12
Grevillea christineae,Christine's Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,christineae,McGillivray,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64520,2020-Oct-12
Grevillea guthrieana,-,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,guthrieana,Olde  Marriott,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64521,2020-Oct-12
Grevillea maccutcheonii,McCutcheon's Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,maccutcheonii,Keighery  Cranfield,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64522,2020-Oct-12
Grevillea masonii,-,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,masonii,Olde  Marriott,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64523,2020-Oct-12
Grevillea mollis,-,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,mollis,Olde  Molyneux,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64524,2020-Oct-12
Grevillea pythara,Pythara Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,pythara,Olde  Marriott,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64525,2020-Oct-12
Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Endangered,Plantae,Magnoliopsida,Proteaceae,Lambertia,echinata,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64528,2020-Oct-12
Marsdenia paludicola,-,Vulnerable,Plantae,Magnoliopsida,Apocynaceae,Marsdenia,paludicola,P.I.Forster,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64529,2020-Oct-12
Microtis angusii,Angus's Onion Orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Microtis,angusii,D.L.Jones,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64530,2020-Oct-12
Petrophile latericola,Laterite Petrophile,Endangered,Plantae,Magnoliopsida,Proteaceae,Petrophile,latericola,Keighery,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64532,2020-Oct-12
Prasophyllum correctum,Gaping Leek-orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,correctum,D.L.Jones,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64533,2020-Oct-12
Pterostylis commutata,Midland Greenhood,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Pterostylis,commutata,D.L.Jones,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64535,2020-Oct-12
Pterostylis rubenachii,Arthur River Greenhood,Endangered,Plantae,Liliopsida,Orchidaceae,Pterostylis,rubenachii,D.L.Jones,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64536,2020-Oct-12
Pterostylis saxicola,Sydney Plains Greenhood,Endangered,Plantae,Liliopsida,Orchidaceae,Pterostylis,saxicola,D.L.Jones  M.A.Clements,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64537,2020-Oct-12
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Endangered,Plantae,Liliopsida,Orchidaceae,Pterostylis,sp. Hale (R.Bates 21725),SA Herbarium,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64539,2020-Oct-12
Thomasia sp. Green Hill (S.Paust 1322),Green Hill Thomasia,Endangered,Plantae,Magnoliopsida,Sterculiaceae,Thomasia,sp. Green Hill (S.Paust 1322),WA Herbarium,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64542,2020-Oct-12
Triplarina imbricata,-,Endangered,Plantae,Magnoliopsida,Myrtaceae,Triplarina,imbricata,(Smith) A.R.Bean,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64543,2020-Oct-12
Triplarina nowraensis,Nowra Heath-myrtle,Endangered,Plantae,Magnoliopsida,Myrtaceae,Triplarina,nowraensis,A.R.Bean,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64544,2020-Oct-12
Wollemia nobilis,Wollemi Pine,Critically Endangered,Plantae,Pinatae,Araucariaceae,Wollemia,nobilis,"W.G.Jones, K.D.Hill  J.M. Allen",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64545,2020-Oct-12
Zieria floydii,-,Endangered,Plantae,Magnoliopsida,Rutaceae,Zieria,floydii,J.A.Armstrong,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64546,2020-Oct-12
Zieria lasiocaulis,Willi Willi Zieria,Endangered,Plantae,Magnoliopsida,Rutaceae,Zieria,lasiocaulis,J.A.Armstr.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64547,2020-Oct-12
Caladenia bryceana subsp. cracens,Northern Dwarf Spider-orchid,Vulnerable,Plantae,Liliopsida,Orchidaceae,Caladenia,bryceana,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64556,2020-Oct-12
Diuris ochroma,Pale Golden Moths,Vulnerable,Plantae,Liliopsida,Orchidaceae,Diuris,ochroma,D.L.Jones,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64565,2020-Oct-12
Eremophila denticulata subsp. denticulata,Fitzgerald Eremophila,Vulnerable,Plantae,Magnoliopsida,Myoporaceae,Eremophila,denticulata,F.Muell.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64569,2020-Oct-12
Eremophila denticulata subsp. trisulcata,Cumquat Eremophila,Endangered,Plantae,Magnoliopsida,Myoporaceae,Eremophila,denticulata,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64570,2020-Oct-12
Eucalyptus platydisca,Jimberlana Mallee,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,platydisca,L.A.S.Johnson  K.D.Hill ex D.Nicolle  Brooker,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64575,2020-Oct-12
Grevillea dryandroides subsp. hirsuta,Hairy Phalanx Grevillea,Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,dryandroides,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64577,2020-Oct-12
Grevillea elongata,Ironstone Grevillea,Vulnerable,Plantae,Magnoliopsida,Proteaceae,Grevillea,elongata,P.M.Olde  N.R.Marriott,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64578,2020-Oct-12
Livistona lanuginosa,Waxy Cabbage Palm,Vulnerable,Plantae,Liliopsida,Arecaceae,Livistona,lanuginosa,A.N.Rodd,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64581,2020-Oct-12
Macrozamia conferta,-,Vulnerable,Plantae,Cycadatae,Zamiaceae,Macrozamia,conferta,D.L.Jones  P.I.Forster,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64582,2020-Oct-12
Macrozamia machinii,-,Vulnerable,Plantae,Cycadatae,Zamiaceae,Macrozamia,machinii,P.I.Forst.  D.L.Jones,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64583,2020-Oct-12
Macrozamia occidua,-,Vulnerable,Plantae,Cycadatae,Zamiaceae,Macrozamia,occidua,D.L.Jones  P.I.Forster,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64584,2020-Oct-12
Marsdenia brevifolia,-,Vulnerable,Plantae,Magnoliopsida,Apocynaceae,Marsdenia,brevifolia,(Benth.) P.I.Forst.,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64585,2020-Oct-12
Omphalea celata,-,Vulnerable,Plantae,Magnoliopsida,Euphorbiaceae,Omphalea,celata,-,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64586,2020-Oct-12
Parsonsia larcomensis,Mt Larcom Silk Pod,Vulnerable,Plantae,Magnoliopsida,Apocynaceae,Parsonsia,larcomensis,J.B.Williams,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64587,2020-Oct-12
Plectranthus habrophyllus,-,Endangered,Plantae,Magnoliopsida,Lamiaceae,Plectranthus,habrophyllus,P.I.Forster,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64589,2020-Oct-12
